title,author,rating,details,num_reviews,num_ratings,publish_date,genres,description,image_url
The White Tiger,Aravind Adiga," 3.77 avg rating — 194,560 ratings",/book/show/1768603.The_White_Tiger,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1710937569i/1768603._SY75_.jpg
It's Kind of a Funny Story,Ned Vizzini," 4.08 avg rating — 254,449 ratings",/book/show/248704.It_s_Kind_of_a_Funny_Story,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420629730i/248704._SX50_.jpg
Digital Fortress,Dan       Brown," 3.70 avg rating — 642,299 ratings",/book/show/11125.Digital_Fortress,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360095966i/11125._SY75_.jpg
Swan Song,Robert McCammon," 4.29 avg rating — 69,739 ratings",/book/show/11557.Swan_Song,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445981000i/11557._SY75_.jpg
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella," 3.70 avg rating — 766,076 ratings",/book/show/9416.Confessions_of_a_Shopaholic,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546503932i/9416._SX50_.jpg
The Story of My Life,Helen Keller," 4.08 avg rating — 148,317 ratings",/book/show/821611.The_Story_of_My_Life,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320429331i/821611._SY75_.jpg
Walk Two Moons,Sharon Creech," 3.99 avg rating — 169,147 ratings",/book/show/53496.Walk_Two_Moons,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389035862i/53496._SY75_.jpg
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett," 4.00 avg rating — 394,778 ratings",/book/show/34497.The_Color_of_Magic,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407111017i/34497._SY75_.jpg
Song of Solomon,Toni Morrison," 4.14 avg rating — 115,937 ratings",/book/show/11334.Song_of_Solomon,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632283992i/11334._SY75_.jpg
The Magic Mountain,Thomas Mann," 4.13 avg rating — 51,011 ratings",/book/show/88077.The_Magic_Mountain,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645738968i/88077._SY75_.jpg
"Fablehaven (Fablehaven, #1)",Brandon Mull," 4.13 avg rating — 168,227 ratings",/book/show/44652.Fablehaven,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460309528i/44652._SX50_.jpg
Around the World in Eighty Days,Jules Verne," 3.96 avg rating — 309,679 ratings",/book/show/54479.Around_the_World_in_Eighty_Days,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684014860i/54479._SY75_.jpg
The Invention of Hugo Cabret,Brian Selznick," 4.22 avg rating — 184,866 ratings",/book/show/9673436-the-invention-of-hugo-cabret,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422312376i/9673436._SY75_.jpg
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris," 4.02 avg rating — 238,866 ratings",/book/show/140082.Club_Dead,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501590i/140082._SY75_.jpg
The Shell Seekers,Rosamunde Pilcher," 4.19 avg rating — 113,150 ratings",/book/show/37095.The_Shell_Seekers,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385213408i/37095._SY75_.jpg
If We Were Villains,M.L. Rio," 4.15 avg rating — 301,655 ratings",/book/show/30319086-if-we-were-villains,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480717682i/30319086._SY75_.jpg
Hard-Boiled Wonderland and the End of the World,Haruki Murakami," 4.12 avg rating — 139,720 ratings",/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399844477i/10374._SY75_.jpg
"Antigone (The Theban Plays, #3)",Sophocles," 3.67 avg rating — 157,672 ratings",/book/show/7728.Antigone,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486701308i/7728._SY75_.jpg
Ficciones,Jorge Luis Borges," 4.41 avg rating — 69,720 ratings",/book/show/426504.Ficciones,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621713120i/426504._SY75_.jpg
The Power of Myth,Joseph Campbell," 4.26 avg rating — 51,747 ratings",/book/show/35519.The_Power_of_Myth,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878742i/35519._SY75_.jpg
Angle of Repose,Wallace Stegner," 4.24 avg rating — 59,821 ratings",/book/show/292408.Angle_of_Repose,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329151576i/292408._SY75_.jpg
The Marriage Portrait,Maggie O'Farrell," 4.01 avg rating — 156,567 ratings",/book/show/60353768-the-marriage-portrait,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655741851i/60353768._SX50_.jpg
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward," 4.29 avg rating — 138,713 ratings",/book/show/42898.Lover_Revealed,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389646548i/42898._SY75_.jpg
The Corrections,Jonathan Franzen," 3.84 avg rating — 185,704 ratings",/book/show/3805.The_Corrections,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355011305i/3805._SY75_.jpg
Because of Winn-Dixie,Kate DiCamillo," 4.09 avg rating — 261,838 ratings",/book/show/357664.Because_of_Winn_Dixie,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456871914i/357664._SX50_.jpg
Orlando,Virginia Woolf," 3.87 avg rating — 97,712 ratings",/book/show/18839.Orlando,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443118010i/18839._SY75_.jpg
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine," 3.92 avg rating — 101,681 ratings",/book/show/27266.Glass_Houses,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428057864i/27266._SY75_.jpg
The Jungle Books,Rudyard Kipling," 4.01 avg rating — 87,817 ratings",/book/show/41684.The_Jungle_Books,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349066474i/41684._SY75_.jpg
"The Passage (The Passage, #1)",Justin Cronin," 4.05 avg rating — 214,577 ratings",/book/show/6690798-the-passage,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874267i/6690798._SY75_.jpg
An Abundance of Katherines,John Green," 3.51 avg rating — 534,383 ratings",/book/show/49750.An_Abundance_of_Katherines,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206426i/49750._SY75_.jpg
"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir," 4.25 avg rating — 303,765 ratings",/book/show/27774758-an-ember-in-the-ashes,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519425615i/27774758._SY75_.jpg
One Day,David Nicholls," 3.85 avg rating — 366,935 ratings",/book/show/6280118-one-day,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873020i/6280118._SY75_.jpg
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski," 4.22 avg rating — 149,139 ratings",/book/show/16081272-the-edge-of-never,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358810128i/16081272._SY75_.jpg
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris," 3.96 avg rating — 255,754 ratings",/book/show/110494.Living_Dead_in_Dallas,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501808i/110494._SY75_.jpg
Cryptonomicon,Neal Stephenson," 4.24 avg rating — 113,286 ratings",/book/show/816.Cryptonomicon,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327931476i/816._SY75_.jpg
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward," 4.36 avg rating — 116,673 ratings",/book/show/5098079-lover-avenged,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321039998i/5098079._SY75_.jpg
"Small Gods (Discworld, #13)",Terry Pratchett," 4.32 avg rating — 124,116 ratings",/book/show/34484.Small_Gods,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390899426i/34484._SY75_.jpg
"A Darker Shade of Magic (Shades of Magic, #1)",Victoria Schwab," 4.05 avg rating — 377,536 ratings",/book/show/22055262-a-darker-shade-of-magic,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400322851i/22055262._SY75_.jpg
Naked Lunch,William S. Burroughs," 3.46 avg rating — 92,913 ratings",/book/show/7437.Naked_Lunch,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407330990i/7437._SY75_.jpg
Jude the Obscure,Thomas Hardy," 3.83 avg rating — 72,718 ratings",/book/show/50798.Jude_the_Obscure,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389403264i/50798._SY75_.jpg
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan," 4.18 avg rating — 205,832 ratings",/book/show/3109.The_Omnivore_s_Dilemma,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393804353i/3109._SY75_.jpg
"Sheever's Journal, Diary of a Poison Master",K.  Ritz," 4.33 avg rating — 7,410 ratings",/book/show/52022378-sheever-s-journal-diary-of-a-poison-master,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583221123i/52022378._SX50_.jpg
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey," 4.16 avg rating — 757,413 ratings",/book/show/36072.The_7_Habits_of_Highly_Effective_People,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421842784i/36072._SY75_.jpg
"Magical Midlife Awakening (Leveling Up, #9)",K.F. Breene," 4.65 avg rating — 8,094 ratings",/book/show/205840559-magical-midlife-awakening,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706048401i/205840559._SY75_.jpg
"Mary Poppins (Mary Poppins, #1)",P.L. Travers," 4.01 avg rating — 135,111 ratings",/book/show/152380.Mary_Poppins,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704135408i/152380._SX50_.jpg
Still Alice,Lisa Genova," 4.32 avg rating — 345,811 ratings",/book/show/2153405.Still_Alice,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1236089972i/2153405._SY75_.jpg
"Mort (Discworld, #4; Death, #1)",Terry Pratchett," 4.24 avg rating — 251,758 ratings",/book/show/386372.Mort,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181166i/386372._SY75_.jpg
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher," 4.13 avg rating — 1,891 ratings",/book/show/7940583-chasing-the-devil,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310975260i/7940583._SY75_.jpg
My Name Is Asher Lev,Chaim Potok," 4.23 avg rating — 41,914 ratings",/book/show/11507.My_Name_Is_Asher_Lev,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385056726i/11507._SY75_.jpg
Meditations,Marcus Aurelius," 4.28 avg rating — 266,015 ratings",/book/show/30659.Meditations,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421618636i/30659._SY75_.jpg
Holy Bible: New International Version,Anonymous," 4.62 avg rating — 89,485 ratings",/book/show/280111.Holy_Bible,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631965680i/280111._SY75_.jpg
The Moon Is a Harsh Mistress,Robert A. Heinlein," 4.15 avg rating — 132,374 ratings",/book/show/16690.The_Moon_Is_a_Harsh_Mistress,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348768309i/16690._SY75_.jpg
The Portrait of a Lady,Henry James," 3.79 avg rating — 81,900 ratings",/book/show/264.The_Portrait_of_a_Lady,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502148606i/264._SY75_.jpg
"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett," 4.34 avg rating — 214,188 ratings",/book/show/64216.Guards_Guards_,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431127356i/64216._SY75_.jpg
"Fire (Graceling Realm, #2)",Kristin Cashore," 4.10 avg rating — 188,388 ratings",/book/show/6137154-fire,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331535456i/6137154._SY75_.jpg
Howards End,E.M. Forster," 3.96 avg rating — 90,906 ratings",/book/show/38374795-howards-end,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518837828i/38374795._SX50_.jpg
"Scythe (Arc of a Scythe, #1)",Neal Shusterman," 4.33 avg rating — 337,176 ratings",/book/show/28954189-scythe,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456172676i/28954189._SY75_.jpg
The Namesake,Jhumpa Lahiri," 4.02 avg rating — 273,272 ratings",/book/show/33917.The_Namesake,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480106986i/33917._SY75_.jpg
Choke,Chuck Palahniuk," 3.71 avg rating — 212,987 ratings",/book/show/29059.Choke,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624579622i/29059._SY75_.jpg
"Worm Holes (Quantum Roots, #2)",Kyle Keyes," 4.34 avg rating — 2,111 ratings",/book/show/34384161-worm-holes,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487896475i/34384161._SX50_.jpg
Starship Troopers,Robert A. Heinlein," 4.01 avg rating — 231,599 ratings",/book/show/17214.Starship_Troopers,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614054412i/17214._SY75_.jpg
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams," 4.20 avg rating — 295,375 ratings",/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521213881i/8695._SY75_.jpg
Wild Swans: Three Daughters of China,Jung Chang," 4.28 avg rating — 114,985 ratings",/book/show/1848.Wild_Swans,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440643710i/1848._SX50_.jpg
The Three Witches and the Master,Max Nowaz," 4.30 avg rating — 17,937 ratings",/book/show/156150514-the-three-witches-and-the-master,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684157728i/156150514._SY75_.jpg
"The Eden Paradox (Eden Paradox, #1)",Barry Kirwan," 4.23 avg rating — 16,045 ratings",/book/show/43722869-the-eden-paradox,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548629676i/43722869._SY75_.jpg
Let the Right One In,John Ajvide Lindqvist," 4.04 avg rating — 113,141 ratings",/book/show/943402.Let_the_Right_One_In,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327893384i/943402._SY75_.jpg
"Finale (Hush, Hush, #4)",Becca Fitzpatrick," 4.12 avg rating — 178,279 ratings",/book/show/12751687-finale,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408156i/12751687._SY75_.jpg
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas," 4.22 avg rating — 716,664 ratings",/book/show/18243700-the-assassin-s-blade,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384362444i/18243700._SX50_.jpg
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy," 4.11 avg rating — 377,842 ratings",/book/show/19691.The_Hunt_for_Red_October,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281995542i/19691._SX50_.jpg
"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger," 4.42 avg rating — 84,579 ratings",/book/show/12842828-keeper-of-the-lost-cities,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326469854i/12842828._SX50_.jpg
Shutter Island,Dennis Lehane," 4.12 avg rating — 199,637 ratings",/book/show/21686.Shutter_Island,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329269081i/21686._SY75_.jpg
The Bridges of Madison County,Robert James Waller," 3.69 avg rating — 99,229 ratings",/book/show/83674.The_Bridges_of_Madison_County,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267141i/83674._SY75_.jpg
I Am the Messenger,Markus Zusak," 4.03 avg rating — 163,062 ratings",/book/show/19057.I_Am_the_Messenger,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398483261i/19057._SY75_.jpg
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson," 4.38 avg rating — 499,964 ratings",/book/show/68429.The_Well_of_Ascension,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619538925i/68429._SY75_.jpg
"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater," 3.88 avg rating — 171,308 ratings",/book/show/6654313-linger,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292482391i/6654313._SY75_.jpg
The Forgotten Garden,Kate Morton," 4.15 avg rating — 226,256 ratings",/book/show/3407877-the-forgotten-garden,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547843777i/3407877._SY75_.jpg
Tender Is the Night,F. Scott Fitzgerald," 3.78 avg rating — 139,258 ratings",/book/show/46164.Tender_Is_the_Night,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559763775i/46164._SY75_.jpg
Pale Fire,Vladimir Nabokov," 4.17 avg rating — 52,165 ratings",/book/show/7805.Pale_Fire,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388155863i/7805._SY75_.jpg
Ethan Frome,Edith Wharton," 3.44 avg rating — 129,323 ratings",/book/show/5246.Ethan_Frome,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701588541i/5246._SY75_.jpg
The Sea of Tranquility,Katja Millay," 4.29 avg rating — 87,159 ratings",/book/show/16151178-the-sea-of-tranquility,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465919812i/16151178._SY75_.jpg
"Viciously Yours (Fae Kings of Eden, #1)",Jamie Applegate Hunter," 3.63 avg rating — 22,382 ratings",/book/show/205404157-viciously-yours,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705307599i/205404157._SY75_.jpg
Survivor,Chuck Palahniuk," 3.93 avg rating — 119,595 ratings",/book/show/36236123-survivor,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523531504i/36236123._SY75_.jpg
"Forrest Gump (Forrest Gump, #1)",Winston Groom," 4.02 avg rating — 69,440 ratings",/book/show/186190.Forrest_Gump,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385313197i/186190._SY75_.jpg
Mystic River,Dennis Lehane," 4.17 avg rating — 147,539 ratings",/book/show/21671.Mystic_River,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407109549i/21671._SY75_.jpg
"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier," 4.28 avg rating — 66,698 ratings",/book/show/13928.Daughter_of_the_Forest,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343589988i/13928._SY75_.jpg
Stoner,John  Williams," 4.34 avg rating — 179,148 ratings",/book/show/166997.Stoner,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320600716i/166997._SY75_.jpg
Exodus,Leon Uris," 4.34 avg rating — 99,948 ratings",/book/show/42697.Exodus,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568189223i/42697._SY75_.jpg
Between Shades of Gray,Ruta Sepetys," 4.37 avg rating — 250,661 ratings",/book/show/7824322-between-shades-of-gray,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873479i/7824322._SX50_.jpg
Hello Beautiful,Ann Napolitano," 4.16 avg rating — 366,813 ratings",/book/show/61771675-hello-beautiful,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687803098i/61771675._SY75_.jpg
"Winter (The Lunar Chronicles, #4)",Marissa Meyer," 4.42 avg rating — 287,435 ratings",/book/show/13206900-winter,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057036i/13206900._SX50_.jpg
"84, Charing Cross Road",Helene Hanff," 4.16 avg rating — 85,899 ratings",/book/show/368916.84_Charing_Cross_Road,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1662637640i/368916._SY75_.jpg
Gift from the Sea,Anne Morrow Lindbergh," 4.14 avg rating — 52,349 ratings",/book/show/77295.Gift_from_the_Sea,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328312670i/77295._SY75_.jpg
"Walking Disaster (Beautiful, #2)",Jamie McGuire," 4.15 avg rating — 199,814 ratings",/book/show/15745950-walking-disaster,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352338368i/15745950._SY75_.jpg
"The Monarch's Ring (The Lost Artefacts, #2)",Johnathon Nicolaou, 4.49 avg rating — 378 ratings,/book/show/60425483-the-monarch-s-ring,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644962479i/60425483._SY75_.jpg
Illusions: The Adventures of a Reluctant Messiah,Richard Bach," 4.15 avg rating — 64,665 ratings",/book/show/29946.Illusions,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353964306i/29946._SY75_.jpg
"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer," 4.33 avg rating — 123,898 ratings",/book/show/78983.Kane_Abel,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388965561i/78983._SY75_.jpg
The Maltese Falcon,Dashiell Hammett," 3.88 avg rating — 108,829 ratings",/book/show/29999.The_Maltese_Falcon,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689040081i/29999._SY75_.jpg
Revolutionary Road,Richard Yates," 3.92 avg rating — 89,371 ratings",/book/show/48328.Revolutionary_Road,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650108910i/48328._SY75_.jpg
"Better than the Movies (Better than the Movies, #1)",Lynn Painter," 4.29 avg rating — 447,199 ratings",/book/show/55710822-better-than-the-movies,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618150545i/55710822._SY75_.jpg
Nausea,Jean-Paul Sartre," 3.94 avg rating — 123,309 ratings",/book/show/298275.Nausea,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377674928i/298275._SY75_.jpg
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson," 4.06 avg rating — 416,115 ratings",/book/show/9791.A_Walk_in_the_Woods,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388189974i/9791._SY75_.jpg
The Fall,Albert Camus," 4.04 avg rating — 111,985 ratings",/book/show/11991.The_Fall,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467904855i/11991._SY75_.jpg
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle," 4.14 avg rating — 455,485 ratings",/book/show/102868.A_Study_in_Scarlet,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519031842i/102868._SX50_.jpg
Cold Sassy Tree,Olive Ann Burns," 4.02 avg rating — 103,925 ratings",/book/show/40389231-cold-sassy-tree,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722549809i/40389231._SX50_.jpg
"The Awakening (Darkest Powers, #2)",Kelley Armstrong," 4.14 avg rating — 116,127 ratings",/book/show/5391115-the-awakening,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478986806i/5391115._SY75_.jpg
"Absalom, Absalom!",William Faulkner," 3.98 avg rating — 45,181 ratings",/book/show/373755.Absalom_Absalom_,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388474680i/373755._SY75_.jpg
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau," 3.89 avg rating — 285,894 ratings",/book/show/307791.The_City_of_Ember,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591616783i/307791._SX50_.jpg
The Hotel New Hampshire,John Irving," 3.93 avg rating — 66,308 ratings",/book/show/11768.The_Hotel_New_Hampshire,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318013543i/11768._SY75_.jpg
Dark Places,Gillian Flynn," 3.95 avg rating — 770,357 ratings",/book/show/5886881-dark-places,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354988288i/5886881._SY75_.jpg
"The Reckoning (Darkest Powers, #3)",Kelley Armstrong," 4.18 avg rating — 117,242 ratings",/book/show/6468666-the-reckoning,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327154591i/6468666._SY75_.jpg
"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson," 4.47 avg rating — 56,001 ratings",/book/show/7822895-the-millennium-trilogy,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275608877i/7822895._SX50_.jpg
The Sorrows of Young Werther,Johann Wolfgang von Goethe," 3.69 avg rating — 135,730 ratings",/book/show/16640.The_Sorrows_of_Young_Werther,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920896i/16640._SY75_.jpg
"Dreamfever (Fever, #4)",Karen Marie Moning," 4.38 avg rating — 103,351 ratings",/book/show/6050298-dreamfever,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429621657i/6050298._SY75_.jpg
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson," 4.29 avg rating — 560,525 ratings",/book/show/51335759-good-girl-bad-blood,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588319723i/51335759._SY75_.jpg
Shakespeare's Sonnets,William Shakespeare," 4.26 avg rating — 112,862 ratings",/book/show/42038.Shakespeare_s_Sonnets,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660269733i/42038._SY75_.jpg
The Midnight Library,Matt Haig," 3.99 avg rating — 1,911,997 ratings",/book/show/52578297-the-midnight-library,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602190253i/52578297._SY75_.jpg
A Room of One’s Own,Virginia Woolf," 4.21 avg rating — 217,285 ratings",/book/show/18521.A_Room_of_One_s_Own,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883012i/18521._SY75_.jpg
"Specials (Uglies, #3)",Scott Westerfeld," 3.76 avg rating — 193,291 ratings",/book/show/24765.Specials,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390340887i/24765._SX50_.jpg
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman," 4.27 avg rating — 440,856 ratings",/book/show/23878688-the-5-love-languages,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432487272i/23878688._SY75_.jpg
