title,author,rating,details,num_reviews,num_ratings,publish_date,genres,description,image_url
A Man Called Ove,Fredrik Backman," 4.38 avg rating — 1,069,023 ratings",/book/show/18774964-a-man-called-ove,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405259930i/18774964._SY75_.jpg
Interpreter of Maladies,Jhumpa Lahiri," 4.17 avg rating — 196,539 ratings",/book/show/5439.Interpreter_of_Maladies,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442586143i/5439._SY75_.jpg
"Hunted (House of Night, #5)",P.C. Cast," 3.92 avg rating — 184,985 ratings",/book/show/4134071-hunted,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438042897i/4134071._SY75_.jpg
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern," 4.03 avg rating — 384,792 ratings",/book/show/366522.P_S_I_Love_You,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392344536i/366522._SX50_.jpg
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice," 3.92 avg rating — 154,229 ratings",/book/show/43758.The_Queen_of_the_Damned,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871992i/43758._SY75_.jpg
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver," 4.00 avg rating — 161,351 ratings",/book/show/30868.The_Bean_Trees,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443483961i/30868._SY75_.jpg
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron," 4.35 avg rating — 134,536 ratings",/book/show/7723542-a-dog-s-purpose,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564936796i/7723542._SY75_.jpg
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman," 4.46 avg rating — 760,541 ratings",/book/show/40495957-heartstopper,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1712679126i/40495957._SY75_.jpg
Sharp Objects,Gillian Flynn," 4.02 avg rating — 1,084,030 ratings",/book/show/18045891-sharp-objects,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315i/18045891._SY75_.jpg
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis," 3.96 avg rating — 305,469 ratings",/book/show/65641.The_Silver_Chair,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032839i/65641._SY75_.jpg
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr," 3.70 avg rating — 164,298 ratings",/book/show/305234.Wicked_Lovely,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327814035i/305234._SX50_.jpg
The Love Hypothesis,Ali Hazelwood," 4.14 avg rating — 1,482,778 ratings",/book/show/56732449-the-love-hypothesis,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611937942i/56732449._SX50_.jpg
"The Scorch Trials (The Maze Runner, #2)",James Dashner," 3.90 avg rating — 595,326 ratings",/book/show/7631105-the-scorch-trials,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388240248i/7631105._SY75_.jpg
"1Q84 (1Q84, #1-3)",Haruki Murakami," 3.96 avg rating — 331,483 ratings",/book/show/10357575-1q84,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483103331i/10357575._SX50_.jpg
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch," 4.30 avg rating — 304,737 ratings",/book/show/29588376-the-lies-of-locke-lamora,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458646334i/29588376._SY75_.jpg
Before I Fall,Lauren Oliver," 3.89 avg rating — 339,990 ratings",/book/show/6482837-before-i-fall,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361044695i/6482837._SY75_.jpg
A Brief History of Time,Stephen Hawking," 4.21 avg rating — 441,317 ratings",/book/show/3869.A_Brief_History_of_Time,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578746i/3869._SX50_.jpg
The Glass Castle,Jeannette Walls," 4.32 avg rating — 1,246,457 ratings",/book/show/7445.The_Glass_Castle,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523542886i/7445._SY75_.jpg
The Merchant of Venice,William Shakespeare," 3.78 avg rating — 191,196 ratings",/book/show/24128.The_Merchant_of_Venice,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871054i/24128._SY75_.jpg
"Carry On (Simon Snow, #1)",Rainbow Rowell," 4.17 avg rating — 318,327 ratings",/book/show/32768522-carry-on,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481729252i/32768522._SX50_.jpg
"The Secret (The Secret, #1)",Rhonda Byrne," 3.73 avg rating — 489,790 ratings",/book/show/52529.The_Secret,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659289885i/52529._SX50_.jpg
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn," 3.98 avg rating — 116,649 ratings",/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574794164i/17125._SY75_.jpg
All the King's Men,Robert Penn Warren," 4.09 avg rating — 64,177 ratings",/book/show/5527.All_the_King_s_Men,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342193852i/5527._SY75_.jpg
House of Leaves,Mark Z. Danielewski," 4.09 avg rating — 175,968 ratings",/book/show/24800.House_of_Leaves,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403889034i/24800._SX50_.jpg
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini," 4.15 avg rating — 284,505 ratings",/book/show/7664041-inheritance,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390886502i/7664041._SX50_.jpg
Invisible Monsters,Chuck Palahniuk," 4.00 avg rating — 145,985 ratings",/book/show/36236125-invisible-monsters,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508534066i/36236125._SX50_.jpg
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward," 4.32 avg rating — 194,838 ratings",/book/show/35729.Lover_Eternal,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300845974i/35729._SY75_.jpg
"Inferno (Robert Langdon, #4)",Dan       Brown," 3.89 avg rating — 557,224 ratings",/book/show/17212231-inferno,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070896i/17212231._SY75_.jpg
I Am Legend and Other Stories,Richard Matheson," 4.00 avg rating — 132,358 ratings",/book/show/547094.I_Am_Legend_and_Other_Stories,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791583i/547094._SY75_.jpg
Verity,Colleen Hoover," 4.31 avg rating — 2,938,270 ratings",/book/show/59344312-verity,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634158558i/59344312._SY75_.jpg
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han," 4.04 avg rating — 932,211 ratings",/book/show/15749186-to-all-the-boys-i-ve-loved-before,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372086100i/15749186._SY75_.jpg
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis," 3.98 avg rating — 448,092 ratings",/book/show/121749.Prince_Caspian,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814880i/121749._SY75_.jpg
The Ocean at the End of the Lane,Neil Gaiman," 4.02 avg rating — 632,164 ratings",/book/show/15783514-the-ocean-at-the-end-of-the-lane,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497098563i/15783514._SY75_.jpg
We Have Always Lived in the Castle,Shirley Jackson," 3.93 avg rating — 238,816 ratings",/book/show/89724.We_Have_Always_Lived_in_the_Castle,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704229774i/89724._SX50_.jpg
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde," 3.89 avg rating — 133,811 ratings",/book/show/27003.The_Eyre_Affair,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445540555i/27003._SY75_.jpg
Something Wicked This Way Comes,Ray Bradbury," 3.91 avg rating — 136,086 ratings",/book/show/248596.Something_Wicked_This_Way_Comes,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409596011i/248596._SY75_.jpg
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman," 4.08 avg rating — 301,197 ratings",/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327909237i/99300._SY75_.jpg
Gravity’s Rainbow,Thomas Pynchon," 4.00 avg rating — 44,846 ratings",/book/show/415.Gravity_s_Rainbow,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657594227i/415._SY75_.jpg
The Girl on the Train,Paula Hawkins," 3.96 avg rating — 3,016,002 ratings",/book/show/22557272-the-girl-on-the-train,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574805682i/22557272._SX50_.jpg
The Bluest Eye,Toni Morrison," 4.12 avg rating — 262,268 ratings",/book/show/11337.The_Bluest_Eye,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208495i/11337._SX50_.jpg
"Into the Wild (Warriors, #1)",Erin Hunter," 4.31 avg rating — 108,283 ratings",/book/show/111332.Into_the_Wild,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327994729i/111332._SX50_.jpg
"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas," 4.47 avg rating — 1,349,388 ratings",/book/show/53138095-a-court-of-silver-flames,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602570691i/53138095._SY75_.jpg
Foucault’s Pendulum,Umberto Eco," 3.91 avg rating — 71,163 ratings",/book/show/17841.Foucault_s_Pendulum,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396645125i/17841._SY75_.jpg
Peace Like a River,Leif Enger," 4.01 avg rating — 92,729 ratings",/book/show/227571.Peace_Like_a_River,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436139976i/227571._SY75_.jpg
"Poison Study (Study, #1)",Maria V. Snyder," 4.09 avg rating — 168,490 ratings",/book/show/60510.Poison_Study,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388519019i/60510._SY75_.jpg
Mythology,Edith Hamilton," 4.03 avg rating — 56,525 ratings",/book/show/23522.Mythology,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305000423i/23522._SY75_.jpg
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood," 4.01 avg rating — 271,264 ratings",/book/show/46756.Oryx_and_Crake,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668379066i/46756._SY75_.jpg
"Oedipus Rex  (The Theban Plays, #1)",Sophocles," 3.72 avg rating — 220,484 ratings",/book/show/1554.Oedipus_Rex,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182316i/1554._SY75_.jpg
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare," 4.11 avg rating — 948,822 ratings",/book/show/1582996.City_of_Ashes,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730356i/1582996._SY75_.jpg
Seabiscuit: An American Legend,Laura Hillenbrand," 4.22 avg rating — 164,148 ratings",/book/show/110737.Seabiscuit,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171644213i/110737._SY75_.jpg
The Holy Bible: King James Version,Anonymous," 4.44 avg rating — 295,807 ratings",/book/show/1923820.The_Holy_Bible,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631816305i/1923820._SY75_.jpg
Dandelion Wine,Ray Bradbury," 4.08 avg rating — 72,197 ratings",/book/show/50033.Dandelion_Wine,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374049845i/50033._SY75_.jpg
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum," 4.05 avg rating — 434,332 ratings",/book/show/7869.The_Bourne_Identity,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335860740i/7869._SY75_.jpg
The Memory Keeper's Daughter,Kim Edwards," 3.70 avg rating — 603,343 ratings",/book/show/10441.The_Memory_Keeper_s_Daughter,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631287935i/10441._SY75_.jpg
Battle Royale,Koushun Takami," 4.26 avg rating — 77,809 ratings",/book/show/57891.Battle_Royale,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331235272i/57891._SY75_.jpg
The Night Before Christmas,Clement Clarke Moore," 4.39 avg rating — 123,642 ratings",/book/show/196970.The_Night_Before_Christmas,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388370094i/196970._SX50_.jpg
"Where She Went (If I Stay, #2)",Gayle Forman," 3.98 avg rating — 297,864 ratings",/book/show/8492825-where-she-went,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347810457i/8492825._SX50_.jpg
"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne," 3.89 avg rating — 258,374 ratings",/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494979127i/33507._SX50_.jpg
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan," 4.43 avg rating — 345,984 ratings",/book/show/18705209-the-blood-of-olympus,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201441i/18705209._SY75_.jpg
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb," 4.18 avg rating — 339,471 ratings",/book/show/77197.Assassin_s_Apprentice,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673728072i/77197._SY75_.jpg
Native Son,Richard Wright," 4.03 avg rating — 100,250 ratings",/book/show/15622.Native_Son,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627788308i/15622._SX50_.jpg
A People’s History of the United States: 1492 - Present,Howard Zinn," 4.08 avg rating — 247,514 ratings",/book/show/2767.A_People_s_History_of_the_United_States,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494279423i/2767._SY75_.jpg
The History of Love,Nicole Krauss," 3.92 avg rating — 136,965 ratings",/book/show/3867.The_History_of_Love,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327911009i/3867._SY75_.jpg
"Red Rising (Red Rising Saga, #1)",Pierce Brown," 4.27 avg rating — 488,104 ratings",/book/show/15839976-red-rising,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461354651i/15839976._SY75_.jpg
On Writing: A Memoir of the Craft,Stephen         King," 4.34 avg rating — 294,073 ratings",/book/show/10569.On_Writing,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436735207i/10569._SY75_.jpg
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara," 4.33 avg rating — 87,452 ratings",/book/show/682804.The_Killer_Angels,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355371689i/682804._SX50_.jpg
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas," 4.70 avg rating — 660,509 ratings",/book/show/33590260-kingdom-of-ash,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531922609i/33590260._SY75_.jpg
"Champion (Legend, #3)",Marie Lu," 4.32 avg rating — 221,826 ratings",/book/show/14290364-champion,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382652310i/14290364._SY75_.jpg
"Gone (Gone, #1)",Michael  Grant," 3.86 avg rating — 203,610 ratings",/book/show/2536134.Gone,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357796831i/2536134._SY75_.jpg
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli," 4.15 avg rating — 444,676 ratings",/book/show/19547856-simon-vs-the-homo-sapiens-agenda,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402915678i/19547856._SY75_.jpg
"Left Behind (Left Behind, #1)",Tim LaHaye," 3.86 avg rating — 236,292 ratings",/book/show/27523.Left_Behind,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406505054i/27523._SY75_.jpg
If on a Winter’s Night a Traveler,Italo Calvino," 4.03 avg rating — 100,675 ratings",/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312857i/374233._SY75_.jpg
Watchers,Dean Koontz," 4.19 avg rating — 165,940 ratings",/book/show/32423.Watchers,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532695250i/32423._SY75_.jpg
"Darkfever (Fever, #1)",Karen Marie Moning," 4.06 avg rating — 183,274 ratings",/book/show/112750.Darkfever,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392579949i/112750._SY75_.jpg
"Dome: Rebellion (Dome, #1)",Johnathon Nicolaou, 4.40 avg rating — 292 ratings,/book/show/65151985-dome,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1670738486i/65151985._SY75_.jpg
"Caraval (Caraval, #1)",Stephanie Garber," 3.98 avg rating — 592,983 ratings",/book/show/27883214-caraval,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465563623i/27883214._SY75_.jpg
Miracle,Johnathon Nicolaou, 4.55 avg rating — 230 ratings,/book/show/123175195-miracle,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677924402i/123175195._SY75_.jpg
Normal People,Sally Rooney," 3.81 avg rating — 1,488,335 ratings",/book/show/41057294-normal-people,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571423190i/41057294._SY75_.jpg
John Adams,David McCullough," 4.08 avg rating — 364,366 ratings",/book/show/2203.John_Adams,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478144278i/2203._SX50_.jpg
The Long Walk,Richard Bachman," 4.08 avg rating — 193,689 ratings",/book/show/9014.The_Long_Walk,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309212400i/9014._SY75_.jpg
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett," 4.50 avg rating — 112,407 ratings",/book/show/47989.Night_Watch,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320518310i/47989._SY75_.jpg
